Episode,Reward
0,-420.0003289544999
1,-169.68514919452468
2,-191.31808503022404
3,-146.6243371896723
4,-192.56550877094486
5,-269.2322449241746
6,-355.62983434550404
7,-97.56236604135222
8,-127.40938800688431
9,-185.30585315984058
10,-137.53468665701067
11,-117.2955322570291
12,-109.99853959433705
13,-261.1374069422717
14,-36.96844115269033
15,-132.6537645525034
16,-196.6549117296402
17,-264.2011979278785
18,-134.4315016203252
19,-334.71439446729494
20,-98.66509029469896
21,-187.90806460546344
22,-216.3934681775616
23,-159.87979422128615
24,-287.2957597485659
25,-196.18197307058415
26,-486.8300164419484
27,-203.21559625091584
28,-99.11657118078482
29,-235.01773676158976
30,-162.0327408020705
31,-100.16481997456111
32,-151.14874677282808
33,-142.29247839166317
34,-100.40977803132023
35,-214.31307117122043
36,-460.14119260595123
37,-46.96127872731709
38,-258.1513289111798
39,-84.8857179429342
40,-89.80603365275896
41,-309.54996594057434
42,-101.69608267849189
43,-191.078614548031
44,-178.8831369957732
45,-284.09054666758027
46,-327.29285487565096
47,-134.76738753111087
48,-138.53527544191553
49,-287.84941653707864
50,-51.99232205679318
51,-390.44867345475404
52,-62.20855464890413
53,-115.10360150316852
54,-63.60791620265381
55,-143.3062760139691
56,-300.09565718372164
57,-155.87757236039806
58,-123.57966568865996
59,-59.00534573755557
60,-298.7550433391
61,-84.5005245395599
62,-322.65320021528134
63,-102.67361287121543
64,-226.1954110263175
65,-94.23808208881682
66,-202.76815032486934
67,-175.01733594337446
68,-214.3769576720843
69,-174.3595986913548
70,-69.11133646424467
71,-136.42329505059746
72,-75.36141907192444
73,-167.56978032747892
74,-111.74557148217998
75,-127.0026083678607
76,47.21225753846065
77,-80.068992095253
78,-180.01503386790438
79,-123.1682019025961
80,-17.891542944281994
81,-130.14343079301875
82,-125.49044161675724
83,-100.58741133711132
84,-175.8142830481142
85,-105.74274394695101
86,-149.38777184499037
87,-400.195957566655
88,-135.41443975051652
89,-133.82796020471466
90,-178.39654077215664
91,-292.8243259060903
92,-69.97031828009887
93,-362.0760900435138
94,-138.27168690829296
95,-278.60172710385825
96,-113.07505927916642
97,-137.40006811934936
98,-116.73207102408735
99,-296.4490427526693
100,-95.16214774556794
101,-72.9957541078193
102,-74.5249597893299
103,-180.38700171848527
104,-65.56966905423408
105,-149.1107260728394
106,-112.92124942004457
107,-79.4780260391507
108,-59.53830935081786
109,-219.67248235895232
110,-367.47164402625145
111,-70.5540468930312
112,-178.49693073891478
113,-70.7550658723014
114,-213.44095011548055
115,-121.30714752134006
116,-17.645957693404426
117,-242.72738772576696
118,-91.57731002914184
119,-170.58526333608077
120,-95.07763778423738
121,-159.67312426867267
122,-78.66204512607936
123,-100.82337132238
124,-109.47788291837684
125,-162.15548750884707
126,-87.2364278696293
127,-120.8035984637544
128,-72.9879797903635
129,-97.79114676627135
130,-118.07579533624241
131,-188.87603770764156
132,-196.5547325851665
133,-160.94936113549403
134,-200.97111421948205
135,-238.88142881171268
136,-291.6019901426591
137,-156.91123734259844
138,-148.4953813563243
139,-273.2175727902652
140,-84.94496468092551
141,-229.52849708637493
142,-46.485613696663094
143,-272.7680865336447
144,-165.8846965969108
145,-129.6613174327006
146,-257.1622303282217
147,-52.563237009049544
148,-219.41600335692425
149,-70.19008317212104
150,-80.62234351087278
151,-250.58936580493713
152,-167.42577650841207
153,-125.68067425762123
154,-88.40428214161497
155,-64.99525261990628
156,26.42406285745868
157,-128.2966855800667
158,-108.52334370856514
159,-97.49565042418341
160,-89.89267521783742
161,-168.65244251807752
162,-220.03012204482053
163,-82.17657377650764
164,-72.49144253161234
165,-40.15178200100454
166,-91.00640232563954
167,-144.96685069291203
168,-261.55273138516577
169,-211.64332832329058
170,-64.47978279715888
171,-103.50698452959655
172,-100.89270688004821
173,-201.49001346465803
174,-65.13598282567264
175,-162.8848814459859
176,-169.96471059874443
177,-36.174773135605534
178,-189.65690365806117
179,-91.78596547490892
180,-84.33971858491164
181,-89.59843674978758
182,-140.87002135943393
183,-87.02463978054966
184,-105.10976411539208
185,8.335197036875272
186,-245.91886266849087
187,-237.97621650696854
188,-70.49971446362267
189,-206.66646452349843
190,-135.3450751340011
191,-196.63328276259608
192,-218.123926929383
193,-55.88263376304977
194,-261.7794655971833
195,-51.28961527561087
196,-173.71403032474896
197,-20.47994475574251
198,-83.27646349850494
199,-98.80001927513308
200,-241.73769676874022
201,-110.31941184269442
202,-53.18944533323234
203,-43.198067576082224
204,-217.26444605842474
205,-101.50530461377159
206,-154.23825840639634
207,-55.759227561509086
208,-234.18198971011512
209,-96.02888042625275
210,-125.87100488903492
211,-44.053259013967114
212,-136.7434859270189
213,-153.86966212941962
214,-235.41158239989454
215,-335.65089141438614
216,-83.73142094287205
217,-157.97731595775969
218,-37.293268361710005
219,-334.7015972083012
220,-62.68995716194628
221,-98.63193339096755
222,-172.50267948662378
223,-34.9454591217733
224,-189.91710764571127
225,-64.83352121262566
226,-180.81023490026328
227,-104.05229168103043
228,-76.6229389478628
229,-197.6158434024394
230,-182.43265132188378
231,-60.73177858618091
232,-243.94885304282909
233,-226.30297675072086
234,-83.85854465762336
235,-182.66854053482348
236,-142.39345490336058
237,-34.7183064481023
238,-110.68048939636978
239,-214.19954224981382
240,-139.91850577196965
241,-45.96735145852321
242,-51.5723528743177
243,-265.83601271110786
244,-237.70126168749852
245,-90.98049206448715
246,-140.00290621821628
247,-111.14457471758865
248,-182.14918548982985
249,-129.1780283921567
250,-87.63924270810594
251,-192.67843570524246
252,-327.20897542485756
253,-130.6056889035933
254,-127.36045649345243
255,2.1860312925866765
256,-55.519403663528195
257,-98.54020695987006
258,-231.33069782918102
259,-25.74568048012557
260,-43.976078565981574
261,-122.55037099640762
262,-183.15148455931273
263,-69.68847304283956
264,-154.17348149609873
265,-75.66980485604289
266,-223.76938128139383
267,-200.50633595746996
268,-95.3823978675942
269,-36.32286107331946
270,-103.30829818760313
271,-203.79147294758667
272,-109.85220437363765
273,-4.40794550708155
274,-224.7025179610368
275,-230.14813738562458
276,-67.73985475457849
277,-163.4367693184663
278,-118.83976350112063
279,-101.98835864773102
280,-173.45282156721112
281,26.1518350391258
282,-126.28456087191832
283,-169.9421703108126
284,-22.368558422750624
285,-139.99420003394567
286,-61.292484909689016
287,26.372930144745936
288,-108.70705563131911
289,-97.84308899955921
290,-101.15750981618237
291,-97.91527953236611
292,-79.44205525531659
293,-14.77695168688065
294,-322.51117458239116
295,-87.66919182452006
296,-160.66556292037865
297,-214.49655513259427
298,-134.60814060387395
299,-126.82056079138384
300,-141.01602024635088
301,-40.209420686541634
302,-42.957021724306465
303,-295.66501678559246
304,19.433880683154356
305,-67.93425806944177
306,-104.91526978152778
307,-214.06288751640164
308,-65.86106466670294
309,-78.80471711117373
310,-266.74167004960907
311,-106.69971452048445
312,-55.004568646684874
313,-171.97809562737703
314,-158.4375498192063
315,-211.56716340014674
316,-59.066520115384
317,-214.00828470190936
318,-196.31444324429106
319,-20.488903156261017
320,-215.80731244077555
321,-117.06711813113637
322,-146.67242518124928
323,-146.67904632507762
324,-138.26389044579207
325,-150.6326655972747
326,-21.699282220565436
327,-224.08738833162877
328,-103.50917452448367
329,-80.7269725979405
330,-172.73741288550383
331,-192.12256883239138
332,-116.39217704723777
333,-150.14841531522916
334,-109.7826157072453
335,-73.82925013299563
336,-181.51621823341512
337,-39.20518901975129
338,-110.5359000120614
339,-175.99571368623586
340,-177.25064658651408
341,-26.148592729318224
342,-150.63857658838305
343,-134.57432013532923
344,-72.455783243182
345,-192.71337946049317
346,-116.0383045944063
347,-79.09741497517784
348,-136.22089114210428
349,-137.21402528366943
350,-118.9281586954035
351,-126.82510506289009
352,-78.54180083311113
353,-215.00563178211513
354,-22.173146556494032
355,-111.88910339742145
356,-187.28285999967056
357,-107.44826036507958
358,-75.28728149512334
359,-21.932280833175213
360,-201.01004030997342
361,-86.89920692713076
362,-69.8718560901504
363,-98.16533635401298
364,-58.98429648588218
365,-104.76472418578726
366,-83.43372807103303
367,-110.2977209247948
368,-86.30525650565713
369,-139.06318518707423
370,-49.516370121753624
371,-120.87271149761628
372,-79.05859985203524
373,-145.6355465258382
374,-105.27159222457247
375,-184.17134495412188
376,-188.33027079662648
377,-98.6513147928888
378,-12.275170941605452
379,-77.91147633361135
380,-108.77703169417693
381,-112.63222612446778
382,-45.7934257647226
383,-154.8907083114966
384,-58.17479201478549
385,-63.93254378493352
386,-75.79619901526917
387,-16.192712367125637
388,-77.89901319793024
389,-7.753034869466035
390,13.316472209021313
391,-138.94753307645516
392,-108.03888135634978
393,-143.15852678014926
394,-154.70979419779775
395,-92.80337891762339
396,-63.88636811537337
397,-126.9566807258431
398,-64.01671616830293
399,-53.474625057153446
400,-93.99680012532325
401,-0.81095577718105
402,-26.297025507237805
403,-181.99436104897927
404,-113.89747631631762
405,-100.37246428801241
406,18.039733685464437
407,-79.90087436460924
408,-43.147289431439134
409,-77.59547343371551
410,-108.83283103427623
411,-114.15357038377539
412,-111.1561536114458
413,-85.05020350219861
414,-113.79638377173737
415,-65.71726934305937
416,-81.5169847949538
417,-118.10130617250275
418,-47.365376664538786
419,-93.73137931486991
420,-69.8107949327935
421,-77.03573800601697
422,-15.530619589018912
423,-91.36904704212324
424,-59.28393059851181
425,-122.80795966948253
426,-111.23736401073901
427,-6.7927698625414195
428,-227.58654841377793
429,-14.173509679692145
430,-78.69495785206159
431,-2.645322300037776
432,-138.92535692450292
433,-243.4039994682542
434,-115.64738691950252
435,-61.9191093231818
436,-82.02784646978841
437,-200.1726708394105
438,-120.55947320339337
439,-134.9399253202846
440,-119.71573470226726
441,-24.525350478262382
442,-6.000947938477097
443,-89.50052388974267
444,-79.33479897221558
445,-129.45575126093019
446,-80.91431376516141
447,-14.128092789517837
448,-31.80380151257276
449,-79.24433208596889
450,-302.576123221133
451,-47.374686619666804
452,-97.96991756495169
453,-72.87283335320689
454,-81.48055865622331
455,-22.468715711219417
456,6.637701583510022
457,-79.16276576573216
458,-23.595710683758043
459,-187.9296520956072
460,-40.26858787778347
461,-73.02900329188944
462,-20.74921644164523
463,-91.27805181342116
464,-105.74918735195668
465,-102.0261020306773
466,-122.60641292569687
467,33.495299529308475
468,-75.66201570103527
469,-53.30759480604851
470,-108.05435674068067
471,-86.68762200248929
472,6.22902818660026
