Episode,Reward
150,-204.67791379435388
151,-69.84891915211799
152,-89.89480210269627
153,-91.01091466660992
154,-292.8758349574365
155,-68.7020791330289
156,-68.76064705186751
157,-83.25623567889203
158,-233.16257790676153
159,-137.55389010286768
160,-106.16629737783441
161,-79.82589175929175
162,-196.2348264920888
163,-227.99537244341235
164,-107.40832172621866
165,-98.87823647986082
166,-8.359592394264254
167,-127.61050156338801
168,-77.0649526298309
169,-61.732029114242515
170,-142.51597682258648
171,-152.1725554750155
172,-188.13458901469807
173,-173.16165961038888
174,-263.9907008495753
175,-113.2476163114413
176,-114.08708201845795
177,-102.25760537808065
178,-173.29415213771284
179,-262.4241985707595
180,-184.53904605374782
181,-142.07596884229633
182,-202.47159694061503
183,-139.1480729441551
184,-216.91364411424965
185,-186.91586768196447
186,-188.94416740995993
187,-30.59903210986218
188,-212.5430988731611
189,-162.82514403659377
190,-90.91034575899965
191,-98.3288392688535
192,-110.81220440223203
193,-79.77565039428579
194,-146.41659216095934
195,-234.54803181063417
196,-222.62851911921896
197,-179.82714457021618
198,-95.86010878092452
199,-204.19287638711538
200,-87.56574176495654
201,-95.33003736622689
202,-156.42998159653604
203,-149.96105046855496
204,0.3289860057520855
205,-54.52750956221793
206,-208.73275570671146
207,-187.79120462177062
208,-158.15690835426074
209,-133.2919073648358
210,-130.78918597118428
211,-159.32331059123783
212,-71.05455169297653
213,-38.54462695795836
214,-190.95666867555667
215,-70.60579542700174
216,-81.36175895503011
217,-289.4107006730784
218,-265.6076299972007
219,-130.46959956743413
220,-99.80195259080433
221,-48.727407381029636
222,-166.865058316849
223,-50.76130925031343
224,-150.63271268902838
225,-84.64585954894058
226,-180.90815546628662
227,-99.15809814403273
228,-195.33877458777744
229,-118.93311476267144
230,-68.96287748917561
231,-117.89334516081345
232,-119.63611805128303
233,-108.84912506686304
234,-74.2050803886674
235,-144.9760289354986
236,-121.21139165995903
237,-57.35140744643645
238,-133.97305510685953
239,-64.23987049536791
240,-45.38513908897209
241,-126.19621603092544
242,-119.5249895943925
243,-237.38047204614045
244,-143.7430189898307
245,-174.12321786240975
246,-39.17451261144467
247,5.5518835235183275
248,-130.794120035767
249,-309.96874823841983
250,-122.0299960150506
251,-130.15357202304972
252,-117.54164228195162
253,-75.64606054029007
254,-52.19433141120217
255,-83.42503889633679
256,-93.27719955553786
257,-87.53302066217708
258,-175.03053504047676
259,19.12692260124207
260,-150.75163828496005
261,-121.77669390503218
262,-102.13380246167472
263,-236.08860352711412
264,-171.14718244816208
265,-117.01561200657208
266,-360.10841642233714
267,-66.7812309175358
268,-141.20492556344095
269,-175.04832671666585
270,-81.44252923107608
271,-36.134504943239975
272,-123.57550466227597
273,-103.05359593942373
274,-107.65496727540935
275,-125.01277602435496
276,-82.2725511102565
277,-171.3790833909232
278,-60.84235430909204
279,-325.83429416574654
280,-207.45521450570882
281,-24.26913050544401
282,-68.17779503566823
283,-287.48670266030405
284,-88.49778595607754
285,-51.269069726008084
286,-29.92546139035899
287,4.415840709175512
288,-77.88950832897885
289,14.368684022546915
290,-52.44463422665983
291,-124.11281623825415
292,-132.9110425398314
293,-80.13050741072784
294,28.117963372727502
295,-108.24593156355793
296,-60.64545391676904
297,-77.0356295452319
298,-154.22746971878283
299,-81.13724524110187
300,-117.61292676521194
301,-58.96609845454296
302,-130.39945587254795
303,-149.29950044654248
304,-157.56327528079984
305,-138.6971479946621
306,-82.34955152526287
307,-84.36638019819381
308,-96.64580345464047
309,-128.62644185448912
310,-96.47076068634357
311,-99.84002186252657
312,-35.75411142972837
313,-33.570080306572336
314,-93.18032162378351
315,-308.4962398825104
316,-57.94621478018175
317,-65.14220650678946
318,-83.1873147161457
319,-156.3269526946042
320,-48.98393808666832
321,-139.19540046947077
322,-39.58613543650683
323,8.287767266035857
324,18.738071154011948
325,-31.13707087423124
326,-69.27284816113027
327,59.89096179180437
328,-79.05873907491254
329,-89.85223072599189
330,-80.45140027439325
331,-74.40555671055529
332,-120.25209658399747
333,-107.78546012902261
334,-76.76855038319826
335,-17.008524958150275
336,-44.61095608380762
337,-71.42533647477302
338,-106.80545788241399
339,-72.70916847263172
340,-126.75728105651785
341,-91.97920308667301
342,-167.83607696601453
343,-45.14895894160691
344,-102.00531095282375
345,-232.0835361980482
346,-73.62825931082787
347,-215.64670421231193
348,-36.83607213861468
349,-65.48019869803755
350,-76.48343730655557
351,-39.757949056120864
352,-70.93154991723141
353,-21.45583240564784
354,-40.734064723562284
355,-42.43333143925507
356,-51.27465456936315
357,40.623970767490704
358,-94.69422109275612
359,-91.5901491449362
360,-92.82415367185514
361,-82.07674088134426
362,-54.61120615403739
363,-268.2497770218404
364,-220.0808190056274
365,-97.51827685425066
366,-68.93120434760085
367,-24.221909007112913
368,-123.86473314170365
369,-75.03457761997274
370,-73.55393774593747
371,-29.954281975081443
372,-132.05271821153843
373,-86.0040419052618
374,-87.00197979787744
375,-137.7666340863408
376,-64.28121609887792
377,-91.03911915181224
378,-118.40507383330116
379,-117.76952893947207
380,-78.72079827794514
381,-228.4968782198658
382,-23.442412031149757
383,-24.35833131602874
384,3.3032633672124803
385,-11.44479822097773
386,-115.43141381602346
387,-50.479005371363215
388,-84.21880549711028
389,-17.130706995049877
390,-51.035441549677174
391,-152.54431437354862
392,-47.690866361396154
393,-30.901594828905445
394,-98.19746604445314
395,-42.581417060256555
396,-86.43502872217884
397,-31.669711494906508
398,-47.428104105376406
399,20.528844339764376
400,-18.71802996364761
401,-173.88037412710858
402,-73.55834393465543
403,-98.08171239147795
404,-106.24798246541971
405,-89.54733866399862
406,-138.39539933704054
407,-65.05473324409313
408,-91.83080561652412
409,-70.45610300563467
410,-195.81847167027206
411,-58.88000921145171
412,-3.054629803578706
413,-67.7231411915244
414,-73.34550850601009
415,-12.270586244768111
416,-130.07251615136659
417,-67.13151587021953
418,-117.82545200728649
419,-58.77952154075116
420,-124.78672201745715
421,-66.55904074494983
422,-78.87179085988502
423,-64.70762841376418
424,-216.14446645534835
425,-33.04293135806549
426,-83.22365575054529
427,-113.55253669032564
428,-77.15328526922636
429,-61.48426068629858
430,-93.42236650103324
431,-69.99826537834161
432,-80.95103206900585
433,-8.956761610047437
434,-80.00423341844962
435,-68.94880715357417
436,-125.28008090182787
437,42.67852702664475
438,-89.03261455497238
439,-60.1727901381538
440,27.504689964071886
441,60.8075795537454
442,-9.163995694060745
443,9.437203775512359
444,-92.16639830321725
445,-81.76056480339601
446,-216.94659641343918
447,-35.91538599055619
448,-18.254275135578368
449,-27.757287175093097
450,-96.58351789122405
451,-40.079269207153835
452,-96.80841165878485
453,-43.11680150624646
454,-43.97384100831813
455,-13.316395301797868
456,3.366438069847778
457,20.421001550305874
458,-16.04421504506871
459,-227.5993577205413
460,-103.55313314594922
461,-13.962701483098598
462,19.053040411921714
463,-41.70016467063898
464,-44.66302790218968
465,2.011125174366711
466,-58.020276901404834
467,-52.310659328114326
468,26.159491435785245
469,21.696701219615136
470,-49.96187234374064
471,-2.0955128150630316
472,-178.5454224970909
473,-41.362991920389106
474,-51.53622852420551
475,-65.638254344979
476,-39.257044630009034
477,-37.45924838368933
478,-55.66369666491951
479,-28.948622846027604
480,-38.75070771448391
481,12.872044270734435
482,-195.48527964394782
483,-18.867067398280867
484,0.2797048851353594
485,-62.259445804450905
486,11.794709762796899
487,-84.27967991674507
488,15.463885685440886
489,-22.0512718300745
490,60.930395615137144
491,-50.2906123444635
492,-37.70463392567268
493,-79.94719130619097
494,-47.01715257873761
495,0.0168969244734285
496,35.51311915948972
497,-31.808600673096038
498,16.004407934147324
499,-73.11229113679717
500,30.827276817325384
501,-23.690412689517586
502,-160.01400815863434
503,-36.446569614155166
504,-44.73987734487576
505,-3.8285478124398367
506,-82.94167554242514
507,-287.3431925645317
508,-199.632666615316
509,-52.09741169424825
510,-80.02660785207024
511,-2.2352161883943182
512,-2.590868994264966
513,-103.37046319591481
514,-71.96481802108134
515,46.0066770115526
516,-91.95100087668433
517,-2.4387502942815273
518,-83.09590638512046
519,-22.587822598240436
520,-16.82174199857478
521,-26.523543106031703
522,-82.06332223195508
523,75.91576774052413
524,55.7565255478781
525,23.13787800910694
526,-13.02929306975436
527,-6.716131643654288
528,-53.83720429299147
529,33.93128389349195
530,35.97071402654231
531,-23.139218840008937
532,2.961277623729927
533,-27.359262547730836
534,-74.51311247817921
535,44.8105853328054
536,4.625069943652122
537,-47.819006370846395
538,-10.272768470194563
539,-7.685508855856306
540,-94.14583758297366
541,-29.88844658970092
542,-78.47270551735724
543,16.59218857518593
544,-16.357691205268917
545,-86.04970497970713
546,-23.982747798908246
547,-71.16509420986716
548,62.40397724648162
549,-23.18128646356874
550,29.64630821540454
551,29.543477636573897
552,-15.857075509675909
553,40.220096201659885
554,8.076851134955245
555,-43.87560976593127
556,-10.720640838392782
557,-25.263602562329925
558,-176.4812157871456
559,24.877969753376423
560,10.950799450130248
561,-2.030238382497643
562,-14.95540006026345
563,3.369089745942105
564,-151.03908383578278
565,-13.813807053279469
566,35.06085136170249
567,10.806078112798849
568,63.26878200103393
569,-88.35653343595133
570,7.042583968666214
571,31.352374081190177
572,-39.98271204705586
573,-53.50996690753811
574,-46.653687876428044
575,54.40592415113915
576,-28.237182875173314
577,7.317576192014172
578,55.105311228126226
579,58.26059505632825
580,16.99421376983132
581,-22.588916853017324
582,38.35721727171496
583,-28.525915364130356
584,32.92287080799292
585,-21.72891205866695
586,-297.8658630596747
587,-28.20937445334232
588,28.47546921849931
589,1.216228989625087
590,14.709003672515184
591,-44.85703475772639
592,-108.77076199178798
593,-10.911443220607563
594,67.29987731261788
595,-9.224382360441282
596,16.160803137904832
597,34.0966084307466
598,60.06618793676337
599,-2.1302960503904904
600,55.79911363157809
601,-32.00418688243708
602,34.39625031220892
603,83.53334500049522
604,81.76016431737396
605,-14.240452304912404
606,40.054111218386815
607,16.756827127382106
608,-2.1061158220837797
609,71.33671556864817
610,-23.90094880628156
611,-10.741264668280477
612,41.73766717801084
613,-17.088875733119735
614,41.84305046780648
615,-45.219277863100274
616,-10.566175055756915
617,-53.24626258209432
618,-25.059588842684928
619,19.725330063175377
620,27.46140042070137
621,35.00078272549893
622,110.16940627344705
623,45.55679726807329
624,211.78421055293066
625,64.42038310428087
626,93.73834154401528
627,24.838281878144784
628,75.3673685246266
629,100.3142854016185
630,41.05855170921183
631,71.02290195672231
632,69.46771564495383
633,-14.473119846418726
634,16.264870928142045
635,76.28793175765085
636,-28.185759940717375
637,-93.11698790598061
638,86.64339435894924
639,19.830428490910833
640,-180.89585226722005
641,-144.89544164500643
642,97.06552889711806
643,32.642663967543214
644,-168.31218463719057
645,69.66186285485819
646,94.01818157490068
647,104.15760020858241
648,104.15445233484031
649,83.30649320206489
650,-253.20105817586196
651,72.31750446734449
652,71.44244932572803
653,88.44029273906784
654,74.73401920770108
655,103.2069412099245
656,-210.50164159657248
657,113.78855892722251
658,75.42880950462207
659,56.72986243096915
660,38.084297210359026
661,97.4202658383497
662,79.05553627744422
663,277.651505648551
664,108.52168503159703
665,-122.89672490845705
666,225.43084295213384
667,-8.464258627996827
668,29.79644347110349
669,-247.44287931256613
670,72.25566004631986
671,72.76529810834123
672,1.039445714574569
673,88.08532984898075
674,67.89613781436015
675,156.52103323878214
676,61.98668880267469
677,77.0390599750805
678,81.39921544878015
679,49.602882333564196
680,134.0681936762142
681,93.6108400660805
682,132.56808837917845
683,129.94685417424202
684,82.77837230321931
685,56.44307946851993
686,-8.076568212260014
687,211.67221711403386
688,75.35491746753749
689,44.8929380841124
690,80.49267616224763
691,-24.688256511747824
692,87.25030519182063
693,57.19833338844958
694,130.983971681356
695,97.60646567050786
696,84.53800781061935
697,39.841179514124775
698,129.78584133573997
699,85.97391699668493
700,74.8031559823931
701,231.90821490691349
702,83.51227369710078
703,103.06883203120498
704,-6.371519463219997
705,-18.322406603234754
706,116.62861263166934
707,138.16545059751243
708,145.23826962493575
709,22.324462931878163
710,137.0255337014762
711,112.89852882018187
712,213.46536650784287
713,69.32767910403294
714,58.0776440686696
715,66.86812244093043
716,125.26646453413976
717,85.86120825209188
718,87.1580410205825
719,80.09489678694435
720,103.67573656628157
721,90.05722076696345
722,23.942549454950623
723,84.84693659965635
724,191.910707099514
725,189.70843280398492
726,89.09516667130447
727,-69.10727625966055
728,81.73781296350401
729,77.19254247864258
730,92.69712696515928
731,78.8992036601726
732,-41.576212303256355
733,228.8365473171774
734,55.80544008290599
735,36.66843428453565
736,41.81880925607662
737,208.20324534994086
738,94.15370934754817
739,53.380697204861065
740,45.501650738722354
741,127.18041398122583
742,91.65388560469196
743,84.32184804891142
744,60.404974199076335
745,34.49699677020125
746,102.979955983508
747,-13.212955523320547
748,13.074638481368076
749,52.60368392691546
750,37.14342589659788
751,32.228601163254986
752,-56.00743622009013
753,214.0193627053377
754,263.82005007650787
755,-35.71373356359249
756,30.150759034394618
757,55.308072962184454
758,49.17002350519988
759,224.0892213590041
760,-5.141605441101383
761,10.126199555283872
762,48.86437627353796
763,40.375958627189405
764,50.905340922169025
765,-30.7373708206584
766,8.674985945863744
767,98.36321102906582
768,107.07499405606588
769,-19.887553096590807
770,1.4663465977391574
771,173.92087619441574
772,245.7663585302239
773,60.66273090323651
774,-34.108953664651324
775,88.25127899075386
776,50.92459370655365
777,-36.4648791773498
778,46.72871702781595
779,5.452988256432579
780,55.4282055223578
781,32.37226854369774
782,-23.680149291935678
783,30.595994110439843
784,106.5535423636243
785,89.49201279003665
786,223.5582846092447
787,-52.87282273490641
788,228.83838916252475
789,37.53120388338743
790,8.717238834892285
791,-12.195891577871976
792,204.82583949887442
793,207.97600222136714
794,-32.860420833892505
795,135.72058714043544
796,-26.682938975832485
797,14.991652988992334
798,174.62464211138837
799,-56.139761716478375
800,-18.386655319288522
801,113.0561773625645
802,134.60426517587214
803,-65.37425539058154
804,-9.710678917472022
805,-148.04884503993088
806,-32.75373036602533
807,-79.73180766346796
808,178.26038458313383
809,132.9207641320129
810,-68.18646691124329
811,18.557042630317394
812,169.33251068039206
813,-39.58495346475317
814,-151.6130481537652
815,-67.17989430376471
816,-51.527401416993825
817,79.41956481803426
818,33.55827608090691
819,261.64521585296313
820,17.638484981796513
821,-49.63059030947097
822,96.77328363664812
823,240.30082921753478
824,69.38269236125583
825,-118.2947813781119
826,215.2468744709701
827,123.55152765255521
828,44.955097543916885
829,-23.536935516837595
830,18.159489394586917
831,-163.4881418757278
832,70.66909401434569
833,-45.758117039085654
834,94.98471332627115
835,-100.73176682645757
836,197.63267243105741
837,185.37708557736846
838,-86.83095607789954
839,-21.195018571118393
840,189.24389577964237
841,13.279998656860101
842,-28.52934375980455
843,92.887162322274
844,110.83758648565373
845,189.1365025835412
846,179.10645326611893
847,219.90324457958278
848,-8.98535664183504
849,-50.832517146884776
850,31.0114157182157
851,61.484575835189375
852,-23.814058838134773
853,146.0768674004914
854,159.53791522163843
855,110.9868119912092
856,-42.887774244144765
857,181.48693950551808
858,188.75838568679342
859,-38.46221569713176
860,-54.90513457354763
861,-37.435404203037145
862,-48.39992941126573
863,224.77481446594905
864,211.63620443403516
865,88.58323464678489
866,-119.16851194545046
867,197.26877427924285
868,200.22716701454502
869,194.80351390756192
870,186.62406982427262
871,57.65068311821133
872,197.7931705121029
873,154.38055320262404
874,154.72212708065018
875,-23.57461759814854
876,116.15367843936208
877,-49.33238840778053
878,-70.73380631995738
879,84.62087982916358
880,207.4361121905564
881,182.31165484728115
882,196.94399778444725
883,102.13140777039385
884,-42.000151615241016
885,244.41981201467289
886,-122.93135344017091
887,149.918746387664
888,206.36288461892738
889,211.27736469483983
890,203.2406825656737
891,-50.229885565013944
892,224.52997691138546
893,215.22756024916038
894,164.09216051136755
895,-17.47329292090656
896,208.2052240409464
897,68.59631511937576
898,163.24017004819922
899,165.01522420690168
900,-95.96572033034596
901,-42.45081162377618
902,168.69253648935234
903,200.13859002854008
904,188.2901856315116
905,251.3333879250753
906,229.64456305526073
907,183.26203605935956
908,-63.84510610191087
909,186.530303808916
910,265.529846831582
911,220.10960151190687
912,225.3568900917038
913,171.98383284219472
914,135.62158960068305
915,-63.084309933026184
916,197.3893476514391
917,-43.56027408422858
918,200.88580359121443
919,-19.960161005367013
920,-30.924636660867755
921,158.77030445016197
922,-44.863467714103564
923,-59.43485354125711
924,-60.95409405560616
925,156.50403255996693
926,183.8549875029325
927,-225.23136252861815
928,111.02979592283378
929,182.7906714766169
930,169.26511043115315
931,181.04453931940503
932,149.65425594161115
933,185.45367011632015
934,181.87978272780975
935,148.1290289215744
936,187.92520632858856
937,141.18749792775589
938,165.3959887350703
939,-59.55307827246534
940,187.58299913598998
941,144.34148663319596
942,182.92502616455965
943,187.81083420601072
944,137.3249963349021
945,-47.479632112673194
946,185.6400390994703
947,172.69410286442775
948,122.00871569709989
949,-10.25044002236401
950,-18.44732329552935
951,-62.22568773713521
952,-53.56561033644167
953,184.80652832968244
954,-70.07443490860916
955,-18.770744825686712
956,-42.08104910662622
957,121.35479427034937
958,-44.445961520627705
959,140.8005087204953
960,179.39594234296584
961,-161.65677078724536
962,177.43872139872235
963,193.79516169338072
964,-10.203278293959274
965,110.56016313843269
966,-62.189053239730825
967,239.16209575296128
968,-27.9765041120017
969,173.1719531338589
970,-1.5682020978459827
971,-26.38577462169624
972,148.05496224687
973,148.3982076639164
974,172.91616810049226
975,90.78284876623425
976,170.1165414942305
977,146.0629521725396
978,7.232652284521813
979,188.24718581521915
980,158.3539908072867
981,139.5715517111982
982,168.18939375366938
983,89.35050975691121
984,195.34472197474616
985,-13.799238735599543
986,123.65939979839517
987,164.12763901030627
988,-38.685220005817
989,3.7975630191775185
990,-23.28403928722109
991,-15.834843855577123
992,3.3018411129710694
993,-0.1452572302516275
994,166.95589759917172
995,189.82638273192103
996,138.35892243303508
997,183.10503537972352
998,154.32858292771323
999,170.97024459015756
1000,177.2551927630073
1001,168.14578124381921
1002,205.23384527443295
1003,172.40347992685457
1004,206.72806096589267
1005,124.35517858366015
1006,113.7444822513344
1007,149.0523191267375
1008,143.23517246220706
1009,184.03090789997478
1010,199.14217317377194
1011,-11.559381616796362
1012,124.05221212580207
1013,109.09467242619083
1014,56.47557451074228
1015,-219.17797587132418
1016,131.6365748362705
1017,58.65965095920573
1018,-7.263122051188151
1019,189.23967527942978
1020,-14.032492519944142
1021,-25.982242205192186
1022,-17.60893728818937
1023,6.590604850580415
1024,-14.91919850936897
1025,207.6514630249066
1026,180.6060493320231
1027,126.76944843019336
1028,25.463508354830775
1029,223.85195086564116
1030,153.877415919545
1031,140.355326661355
1032,33.550948137176334
1033,219.163081771603
1034,-79.8934656155709
1035,19.19168751412646
1036,148.87806516615981
1037,187.187510852034
1038,-8.63550445627393
1039,204.40022130934915
1040,174.20384092050165
1041,135.4460073172722
1042,190.89369361290653
1043,176.91803613257946
1044,199.63480496317527
1045,-112.81384607568809
1046,145.18634569181236
1047,173.2013130252799
1048,194.72647376289018
1049,201.0676459672602
1050,6.45312765449708
1051,-5.8545363450762515
1052,181.8729020166729
1053,183.35263619786997
1054,-28.34404677230434
1055,202.51722242733194
1056,164.45738335971217
1057,265.74972352302984
1058,146.8493406865461
1059,155.96873648490433
1060,40.96355828352123
1061,131.66124686487095
1062,-36.21652621241301
1063,-32.55074807085097
1064,200.34026420828098
1065,190.55874220292628
1066,-171.00613914012058
1067,187.15550779514214
1068,199.95321923480543
1069,192.3336988169332
1070,115.08820753457407
1071,156.44951903747284
1072,200.64084748589366
1073,216.802092756013
1074,168.57046892585984
1075,195.98862490616497
1076,214.9114563248744
1077,224.98911860968357
1078,192.7011436968297
1079,166.97204347821116
1080,205.79529775338136
1081,226.86364405197313
1082,173.9989209598791
1083,-50.614721817306105
1084,204.8630750366031
1085,244.3579938639255
1086,210.9086362931179
1087,179.39200241151383
1088,168.1331342277794
1089,188.9876321384665
1090,-24.732232021217428
1091,187.79182145689114
1092,186.75076648336784
1093,102.59571679884125
1094,13.775282899573723
1095,178.75140794387488
1096,193.3847821666597
1097,214.11356236018713
1098,169.67840363728496
1099,93.38269304161999
1100,185.90454001116484
1101,193.93453282634826
1102,104.17367221355534
1103,187.73993190097235
1104,144.13112824852746
1105,-58.10382252963602
1106,182.26607349407536
1107,195.97785043911932
1108,175.96319187394613
1109,-16.9282922688554
1110,182.02204667928066
1111,140.57120500973033
1112,212.00176760239535
1113,211.16539791832247
1114,226.44717813369456
1115,209.87999900067604
1116,192.91439609949737
1117,175.98606753113125
1118,129.96005530971806
1119,217.2960695212479
1120,223.18796297665773
1121,209.53412969902178
1122,-25.156312169533564
1123,183.77752437849657
1124,182.6226407834465
1125,211.28628846166842
1126,78.1366773071327
1127,223.16137055388225
1128,246.2166420299133
1129,173.88486180866434
1130,235.3620495886002
1131,184.44952018202463
1132,105.68780854895465
1133,185.94378556051652
1134,-21.834010324091935
1135,202.15848829155195
1136,213.2102933499615
1137,207.77940058580646
1138,147.34501285460632
1139,237.4000365620908
1140,218.66262698429455
1141,154.3712635442572
1142,21.732114578613572
1143,169.08828283496894
1144,225.01310282548707
1145,182.76685148513832
1146,239.36592503581582
1147,183.16965223803948
1148,149.03382850044954
1149,189.2887862059468
1150,-62.197458345266924
1151,207.71912024336189
1152,220.34535465166567
1153,-64.94453037077355
1154,159.4798767576357
1155,209.68725234915732
1156,169.50584459683483
1157,176.151990803506
1158,214.5988963766288
1159,192.08356212188238
1160,228.15513529941472
1161,218.69456667279934
1162,194.71922906197676
1163,194.3264973983929
1164,117.81842413838766
1165,228.13613811688336
1166,221.0948758339605
1167,200.97945611696585
1168,204.99654590647143
1169,192.1693042321449
1170,239.3930897450399
1171,191.93970247457253
1172,170.05375538515833
1173,221.69503078506784
1174,211.00364925370042
1175,180.70500752586457
1176,203.1603011050027
1177,-8.68526591259014
1178,210.2773298680728
1179,223.47647652556313
1180,174.39697154441015
1181,210.95550075124612
1182,210.53436276453283
1183,119.61061400139916
1184,199.2589668345268
1185,206.41921605236175
1186,230.7001227857158
1187,230.83412237197774
1188,-19.213133270435705
1189,233.1218588357293
1190,255.47598312753854
1191,207.67097150556856
1192,135.77255075185315
1193,203.33445947316062
1194,103.10580483989901
1195,211.3867237772674
1196,229.50294245991745
1197,231.7484736245258
1198,231.315706639963
1199,229.87892269888093
1200,177.3051275533442
1201,213.97258562494372
1202,216.27463118865063
1203,204.63919940685776
1204,-57.91298398731523
1205,185.9502642659832
1206,28.639567956959354
1207,221.482478860165
1208,146.41523461233234
1209,248.77465065999377
1210,241.28204553470823
1211,198.54046509412825
1212,196.4739761932543
1213,241.8289174883368
1214,181.14700102860036
1215,282.21784202201434
1216,220.0699900066178
1217,177.20034123517246
1218,179.03429404876738
1219,248.93930475245594
1220,203.28155389242005
1221,208.3446526465056
1222,254.10118609583276
1223,213.1467606930095
1224,193.6504901209885
1225,299.3844492367843
1226,250.75136163333508
1227,259.3237783672155
1228,192.03710810173226
1229,262.2431964706467
1230,281.0279591826554
1231,261.56686122558466
1232,188.54813223738734
1233,255.4974215492793
1234,76.68669746642807
1235,214.9648301031122
1236,174.77528323770974
1237,228.91513357034313
1238,237.50467733044894
1239,25.264032397209135
1240,223.85046124386164
1241,220.53681295364754
1242,262.4443123087906
1243,219.4360793050181
1244,297.99663087429514
1245,221.77342978690865
1246,204.22142524422867
1247,254.82634951837517
1248,273.507561909778
1249,246.8740090415209
1250,184.55426100213413
1251,147.06337896979292
1252,231.8736853022836
1253,223.55515952045062
1254,248.61064316712563
1255,259.9996417194222
1256,222.8292299539266
1257,291.0833222415706
1258,222.4351245685296
1259,269.0018036975098
1260,304.65052390953167
1261,244.48613501495504
1262,225.1939754376761
1263,211.9849315986433
1264,244.81578255019795
1265,201.77713205787325
1266,256.3461158557657
1267,290.24872829986253
1268,265.5690284421298
1269,276.04903560268883
1270,291.92431642594676
1271,50.293870727862995
1272,255.7169785807725
1273,8.238569791788365
1274,151.7536514674362
1275,-17.02948141701684
1276,-18.814283749228153
1277,225.45041951470301
1278,14.14991306188135
1279,249.06182513900103
1280,12.57038962086817
1281,263.6973706292041
1282,225.42615490894568
1283,269.268119184172
1284,261.879126877236
1285,-66.57176272034155
1286,213.0811336792285
1287,243.4305189817805
1288,253.2966744089596
1289,257.3956947039077
1290,253.4564790797794
1291,244.97573321269775
1292,18.426871380001742
1293,15.201950274961405
1294,261.4726915105178
1295,254.7586738249944
1296,189.25253509310437
1297,-0.5080395004908667
1298,14.916720257648251
1299,-45.047410215805414
1300,5.469259718449138
1301,-31.688781052642
